code,group_path,name,has_link
PRCG20_2600750002,総平均>はん用・生産用・業務用機器>はん用機器>ポンプ・圧縮機,ポンプ,True
PRCG20_2600750003,総平均>はん用・生産用・業務用機器>はん用機器>ポンプ・圧縮機,圧縮機,False
PRCG20_2600750004,総平均>はん用・生産用・業務用機器>はん用機器>ベアリング,ベアリング,True
PRCG20_2600750005,総平均>はん用・生産用・業務用機器>はん用機器>その他のはん用機械,バルブ,True
PRCG20_2600750006,総平均>はん用・生産用・業務用機器>生産用機器>農業用機械,農業用機械,True
PRCG20_2600750007,総平均>はん用・生産用・業務用機器>生産用機器>鋳造装置・プラスチック加工機械,プラスチック加工機械,True
PRCG20_2600750008,総平均>はん用・生産用・業務用機器>生産用機器>金属工作機械,金属工作機械,True
PRCG20_2600750009,総平均>はん用・生産用・業務用機器>生産用機器>機械工具,機械工具,True
PRCG20_2600750010,総平均>はん用・生産用・業務用機器>業務用機器>複写機,複写機,True
PRCG20_2600750011,総平均>はん用・生産用・業務用機器>業務用機器>計測機器,分析機器,True
PRCG20_2600750012,総平均>はん用・生産用・業務用機器>業務用機器>医療用機械器具,医療用機器,True
PRCG20_2600750013,総平均>はん用・生産用・業務用機器>業務用機器>医療用機械器具,医療用品,True
PRCG20_2600850001,総平均>電気・電子機器>電子部品・デバイス>半導体素子,光電変換素子,True
PRCG20_2600850002,総平均>電気・電子機器>電子部品・デバイス>半導体素子,半導体素子（除光電変換素子）,True
PRCG20_2600850003,総平均>電気・電子機器>電子部品・デバイス>集積回路,線形回路,True
PRCG20_2600850004,総平均>電気・電子機器>電子部品・デバイス>集積回路,モス型ロジック集積回路,True
PRCG20_2600850005,総平均>電気・電子機器>電子部品・デバイス>集積回路,モス型メモリ集積回路,True
PRCG20_2600850006,総平均>電気・電子機器>電子部品・デバイス>集積回路,混成集積回路,True
PRCG20_2600850007,総平均>電気・電子機器>電子部品・デバイス>液晶パネル,液晶パネル,True
PRCG20_2600850008,総平均>電気・電子機器>電子部品・デバイス>記録メディア,記録メディア,True
PRCG20_2600850009,総平均>電気・電子機器>電子部品・デバイス>電子回路,プリント配線板,True
PRCG20_2600850010,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品,電子機器用コンデンサ,True
PRCG20_2600850011,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品,電子機器用変成器,True
PRCG20_2600850012,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品,変換部品,True
PRCG20_2600850013,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品,接続部品,True
PRCG20_2600850014,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品,ユニット部品,True
PRCG20_2600850015,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品,シリコンウエハ,True
PRCG20_2600850016,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品,ＬＥＤランプ,True
PRCG20_2600850017,総平均>電気・電子機器>電気機器>配線器具,配線器具,True
PRCG20_2600850018,総平均>電気・電子機器>電気機器>内燃機関電装品,ワイヤーハーネス,True
PRCG20_2600850019,総平均>電気・電子機器>電気機器>その他の産業用電気機器,電力変換装置,True
PRCG20_2600850020,総平均>電気・電子機器>電気機器>民生用エアコンディショナ,民生用エアコンディショナ,True
PRCG20_2600850021,総平均>電気・電子機器>電気機器>民生用電気機器（除民生用エアコンディショナ）,電子レンジ,True
PRCG20_2600850022,総平均>電気・電子機器>電気機器>民生用電気機器（除民生用エアコンディショナ）,電気冷蔵庫,True
PRCG20_2600850023,総平均>電気・電子機器>電気機器>民生用電気機器（除民生用エアコンディショナ）,空気清浄機,True
PRCG20_2600850024,総平均>電気・電子機器>電気機器>民生用電気機器（除民生用エアコンディショナ）,電気洗濯機,True
PRCG20_2600850025,総平均>電気・電子機器>電気機器>民生用電気機器（除民生用エアコンディショナ）,電気掃除機,True
PRCG20_2600850026,総平均>電気・電子機器>電気機器>民生用電気機器（除民生用エアコンディショナ）,理容用電気器具,True
PRCG20_2600850027,総平均>電気・電子機器>電気機器>電子応用装置,Ｘ線装置,True
PRCG20_2600850028,総平均>電気・電子機器>電気機器>電子応用装置,医療用電子応用装置,True
PRCG20_2600850029,総平均>電気・電子機器>電気機器>電気計測器,電気計測機器,True
PRCG20_2600850030,総平均>電気・電子機器>電気機器>電気計測器,工業計器,True
PRCG20_2600850031,総平均>電気・電子機器>電気機器>電気計測器,医療用計測器,True
PRCG20_2600850032,総平均>電気・電子機器>電気機器>電気照明器具,電気照明器具,False
PRCG20_2600850033,総平均>電気・電子機器>電気機器>電池,蓄電池,True
PRCG20_2600850034,総平均>電気・電子機器>電気機器>その他の電気機械器具,太陽電池,True
PRCG20_2600850035,総平均>電気・電子機器>情報通信機器>有線電気通信機器,搬送装置,True
PRCG20_2600850036,総平均>電気・電子機器>情報通信機器>携帯電話機,携帯電話機,True
PRCG20_2600850037,総平均>電気・電子機器>情報通信機器>無線電気通信機器,無線応用装置,True
PRCG20_2600850038,総平均>電気・電子機器>情報通信機器>ラジオ・テレビ受信機,テレビ,True
PRCG20_2600850039,総平均>電気・電子機器>情報通信機器>ビデオ機器・デジタルカメラ,録画・再生装置,True
PRCG20_2600850040,総平均>電気・電子機器>情報通信機器>ビデオ機器・デジタルカメラ,デジタルカメラ・ビデオカメラ,True
PRCG20_2600850041,総平均>電気・電子機器>情報通信機器>電気音響機器,カーオーディオ,True
PRCG20_2600850042,総平均>電気・電子機器>情報通信機器>電気音響機器,オーディオ,True
PRCG20_2600850043,総平均>電気・電子機器>情報通信機器>パーソナルコンピュータ,パーソナルコンピュータ,True
PRCG20_2600850044,総平均>電気・電子機器>情報通信機器>電子計算機附属装置,外部記憶装置,True
PRCG20_2600850045,総平均>電気・電子機器>情報通信機器>電子計算機附属装置,印刷装置,True
PRCG20_2600850046,総平均>電気・電子機器>情報通信機器>電子計算機附属装置,表示装置・端末装置,False
PRCG20_2600950001,総平均>輸送用機器>輸送用機器>乗用車,乗用車,True
PRCG20_2600950002,総平均>輸送用機器>輸送用機器>二輪自動車,二輪自動車,True
PRCG20_2600950003,総平均>輸送用機器>輸送用機器>自動車用内燃機関,自動車用内燃機関,True
PRCG20_2600950004,総平均>輸送用機器>輸送用機器>自動車部品,自動車部品,True
PRCG20_2600950005,総平均>輸送用機器>輸送用機器>航空機,航空機用原動機・同部品,True
PRCG20_2600950006,総平均>輸送用機器>輸送用機器>航空機,航空機部品（除原動機）,True
PRCG20_2600950007,総平均>輸送用機器>輸送用機器>自転車,自転車（除車いす・自転車部品）,True
PRCG20_2601050001,総平均>その他産品・製品>パルプ・紙・同製品>パルプ,製紙さらしクラフトパルプ,True
PRCG20_2601050002,総平均>その他産品・製品>パルプ・紙・同製品>洋紙・和紙,塗工印刷用紙,True
PRCG20_2601050003,総平均>その他産品・製品>パルプ・紙・同製品>塗工紙・建設用加工紙,ミルクカートン用紙,True
PRCG20_2601050004,総平均>その他産品・製品>パルプ・紙・同製品>その他の紙製容器,紙袋・紙器,True
PRCG20_2601050005,総平均>その他産品・製品>プラスチック製品>プラスチック製品,プラスチックフィルム・シート,True
PRCG20_2601050006,総平均>その他産品・製品>プラスチック製品>プラスチック製品,プラスチック製日用品,True
PRCG20_2601050007,総平均>その他産品・製品>プラスチック製品>プラスチック製品,医療・衛生用プラスチック製品,False
PRCG20_2601050008,総平均>その他産品・製品>窯業・土石製品>ガラス繊維・同製品,ガラス繊維・同製品,True
PRCG20_2601050009,総平均>その他産品・製品>窯業・土石製品>その他のガラス製品,ガラス容器・器具,True
PRCG20_2601050010,総平均>その他産品・製品>窯業・土石製品>陶磁器,陶磁器製食器,True
PRCG20_2601050011,総平均>その他産品・製品>窯業・土石製品>その他の窯業・土石製品,石工品,True
PRCG20_2601050012,総平均>その他産品・製品>その他工業製品>木製家具,木製家具,True
PRCG20_2601050013,総平均>その他産品・製品>その他工業製品>金属製家具,金属製家具,True
PRCG20_2601050014,総平均>その他産品・製品>その他工業製品>タイヤ・チューブ,自動車タイヤ,True
PRCG20_2601050015,総平均>その他産品・製品>その他工業製品>その他のゴム製品,ゴム製履物,True
PRCG20_2601050016,総平均>その他産品・製品>その他工業製品>その他のゴム製品,プラスチック製履物,True
PRCG20_2601050017,総平均>その他産品・製品>その他工業製品>その他のゴム製品,医療・衛生用ゴム製品,False
PRCG20_2601050018,総平均>その他産品・製品>その他工業製品>革製履物,革製履物,True
PRCG20_2601050019,総平均>その他産品・製品>その他工業製品>なめし革・革製品・毛皮,かばん・袋物,False
PRCG20_2601050020,総平均>その他産品・製品>その他工業製品>がん具,がん具,True
PRCG20_2601050021,総平均>その他産品・製品>その他工業製品>運動用品,運動用品,True
PRCG20_2601050022,総平均>その他産品・製品>その他工業製品>時計,時計,True
PRCG20_2601050023,総平均>その他産品・製品>その他工業製品>楽器,楽器,True
PRCG20_2601050024,総平均>その他産品・製品>その他工業製品>筆記具・文具,筆記具・文具,True
PRCG20_2601050025,総平均>その他産品・製品>その他工業製品>その他の製造工業製品,洋傘,True
PRCG20_2601050026,総平均>その他産品・製品>その他工業製品>その他の製造工業製品,眼鏡枠・レンズ,True
PRCG20_2601050027,総平均>その他産品・製品>その他工業製品>その他の製造工業製品,人体安全保護具・救命具,True
PRCG20_2601050028,総平均>その他産品・製品>非食料用農水産物>その他の非食用耕種作物,天然ゴム,True
PRCG20_2601050029,総平均>その他産品・製品>非食料用農水産物>海面養殖業,真珠,True
PRCG20_2601050030,総平均>その他産品・製品>原塩>原塩,原塩,True
