code,group_path,name,has_link
PRCG20_2400550031,総平均>電気・電子機器>電気機器>電気計測器,工業計器,True
PRCG20_2400550032,総平均>電気・電子機器>電気機器>電球類,電球類,True
PRCG20_2400550033,総平均>電気・電子機器>電気機器>電気照明器具,電気照明器具,True
PRCG20_2400550034,総平均>電気・電子機器>電気機器>電池,アルカリ蓄電池,True
PRCG20_2400550035,総平均>電気・電子機器>電気機器>電池,リチウムイオン蓄電池,True
PRCG20_2400550036,総平均>電気・電子機器>電気機器>電池,乾電池,True
PRCG20_2400550037,総平均>電気・電子機器>情報通信機器>無線電気通信機器,無線電気通信機器,True
PRCG20_2400550038,総平均>電気・電子機器>情報通信機器>ビデオ機器・デジタルカメラ,ビデオ機器・デジタルカメラ,True
PRCG20_2400550039,総平均>電気・電子機器>情報通信機器>パーソナルコンピュータ・電子計算機附属装置,パーソナルコンピュータ・外部記憶装置・印刷装置,True
PRCG20_2400650001,総平均>輸送用機器>輸送用機器>乗用車,乗用車,True
PRCG20_2400650002,総平均>輸送用機器>輸送用機器>トラック・バス・その他の自動車,バス,True
PRCG20_2400650003,総平均>輸送用機器>輸送用機器>トラック・バス・その他の自動車,トラック,True
PRCG20_2400650004,総平均>輸送用機器>輸送用機器>二輪自動車,二輪自動車,True
PRCG20_2400650005,総平均>輸送用機器>輸送用機器>自動車用内燃機関,自動車用内燃機関,True
PRCG20_2400650006,総平均>輸送用機器>輸送用機器>自動車部品,駆動・伝導・操縦装置部品,True
PRCG20_2400650007,総平均>輸送用機器>輸送用機器>自動車部品,懸架・制動装置部品,True
PRCG20_2400650008,総平均>輸送用機器>輸送用機器>自動車部品,シャシー・車体構成部品,True
PRCG20_2400650009,総平均>輸送用機器>輸送用機器>自動車部品,カーエアコン部品,True
PRCG20_2400650010,総平均>輸送用機器>輸送用機器>鋼船,鋼船,True
PRCG20_2400650011,総平均>輸送用機器>輸送用機器>舶用内燃機関,舶用ディーゼル機関,True
PRCG20_2400650012,総平均>輸送用機器>輸送用機器>舶用内燃機関,船外機,True
PRCG20_2400650013,総平均>輸送用機器>輸送用機器>航空機,航空機用原動機部品,True
PRCG20_2400650014,総平均>輸送用機器>輸送用機器>航空機,航空機部品（除原動機）,True
PRCG20_2400650015,総平均>輸送用機器>輸送用機器>自転車,自転車部品,True
PRCG20_2400650016,総平均>輸送用機器>輸送用機器>その他の輸送機械,フォークリフトトラック・同部品,True
PRCG20_2400750001,総平均>その他産品・製品>パルプ・紙・同製品>洋紙・和紙,印刷用紙,True
PRCG20_2400750002,総平均>その他産品・製品>パルプ・紙・同製品>紙製衛生材料・用品,紙おむつ,True
PRCG20_2400750003,総平均>その他産品・製品>石油・石炭製品>石油製品,ガソリン,True
PRCG20_2400750004,総平均>その他産品・製品>石油・石炭製品>石油製品,ジェット燃料油・灯油,True
PRCG20_2400750005,総平均>その他産品・製品>石油・石炭製品>石油製品,軽油,True
PRCG20_2400750006,総平均>その他産品・製品>石油・石炭製品>石油製品,Ｂ重油・Ｃ重油,True
PRCG20_2400750007,総平均>その他産品・製品>石油・石炭製品>石油製品,潤滑油,True
PRCG20_2400750008,総平均>その他産品・製品>プラスチック製品>プラスチック製品,プラスチック積層品,True
PRCG20_2400750009,総平均>その他産品・製品>プラスチック製品>プラスチック製品,プラスチックフィルム・シート,True
PRCG20_2400750010,総平均>その他産品・製品>窯業・土石製品>板ガラス・安全ガラス,板ガラス,True
